id:0, resource: 6, group: x, metric: redis-8_system.network.in.bytes
id:436, resource: 4, group: x, metric: redis-15_system.cpu.cores
id:437, resource: 4, group: x, metric: redis-15_system.cpu.idle.norm.pct
id:438, resource: 4, group: x, metric: redis-15_system.cpu.idle.pct
id:439, resource: 4, group: x, metric: redis-15_system.cpu.iowait.norm.pct
id:440, resource: 4, group: x, metric: redis-15_system.cpu.iowait.pct
id:441, resource: 4, group: x, metric: redis-15_system.cpu.irq.norm.pct
id:442, resource: 4, group: x, metric: redis-15_system.cpu.irq.pct
id:443, resource: 4, group: x, metric: redis-15_system.cpu.nice.norm.pct
id:444, resource: 4, group: x, metric: redis-15_system.cpu.nice.pct
id:445, resource: 4, group: x, metric: redis-15_system.cpu.softirq.norm.pct
id:446, resource: 4, group: x, metric: redis-15_system.cpu.softirq.pct
id:447, resource: 4, group: x, metric: redis-15_system.cpu.steal.norm.pct
id:448, resource: 4, group: x, metric: redis-15_system.cpu.steal.pct
id:449, resource: 4, group: x, metric: redis-15_system.cpu.system.norm.pct
id:450, resource: 4, group: x, metric: redis-15_system.cpu.system.pct
id:451, resource: 4, group: x, metric: redis-15_system.cpu.total.norm.pct
id:452, resource: 4, group: x, metric: redis-15_system.cpu.total.pct
id:453, resource: 4, group: x, metric: redis-15_system.cpu.user.norm.pct
id:454, resource: 4, group: x, metric: redis-15_system.cpu.user.pct
id:455, resource: 0, group: x, metric: redis-14_system.cpu.cores
id:456, resource: 0, group: x, metric: redis-14_system.cpu.idle.norm.pct
id:457, resource: 0, group: x, metric: redis-14_system.cpu.idle.pct
id:458, resource: 0, group: x, metric: redis-14_system.cpu.iowait.norm.pct
id:459, resource: 0, group: x, metric: redis-14_system.cpu.iowait.pct
id:460, resource: 0, group: x, metric: redis-14_system.cpu.irq.norm.pct
id:461, resource: 0, group: x, metric: redis-14_system.cpu.irq.pct
id:462, resource: 0, group: x, metric: redis-14_system.cpu.nice.norm.pct
id:463, resource: 0, group: x, metric: redis-14_system.cpu.nice.pct
id:464, resource: 0, group: x, metric: redis-14_system.cpu.softirq.norm.pct
id:465, resource: 0, group: x, metric: redis-14_system.cpu.softirq.pct
id:466, resource: 0, group: x, metric: redis-14_system.cpu.steal.norm.pct
id:467, resource: 0, group: x, metric: redis-14_system.cpu.steal.pct
id:468, resource: 0, group: x, metric: redis-14_system.cpu.system.norm.pct
id:469, resource: 0, group: x, metric: redis-14_system.cpu.system.pct
id:470, resource: 0, group: x, metric: redis-14_system.cpu.total.norm.pct
id:471, resource: 0, group: x, metric: redis-14_system.cpu.total.pct
id:472, resource: 0, group: x, metric: redis-14_system.cpu.user.norm.pct
id:473, resource: 0, group: x, metric: redis-14_system.cpu.user.pct
id:474, resource: 7, group: x, metric: redis-17_system.cpu.cores
id:475, resource: 7, group: x, metric: redis-17_system.cpu.idle.norm.pct
id:476, resource: 7, group: x, metric: redis-17_system.cpu.idle.pct
id:477, resource: 7, group: x, metric: redis-17_system.cpu.iowait.norm.pct
id:478, resource: 7, group: x, metric: redis-17_system.cpu.iowait.pct
id:479, resource: 7, group: x, metric: redis-17_system.cpu.irq.norm.pct
id:480, resource: 7, group: x, metric: redis-17_system.cpu.irq.pct
id:481, resource: 7, group: x, metric: redis-17_system.cpu.nice.norm.pct
id:482, resource: 7, group: x, metric: redis-17_system.cpu.nice.pct
id:483, resource: 7, group: x, metric: redis-17_system.cpu.softirq.norm.pct
id:484, resource: 7, group: x, metric: redis-17_system.cpu.softirq.pct
id:485, resource: 7, group: x, metric: redis-17_system.cpu.steal.norm.pct
id:486, resource: 7, group: x, metric: redis-17_system.cpu.steal.pct
id:487, resource: 7, group: x, metric: redis-17_system.cpu.system.norm.pct
id:488, resource: 7, group: x, metric: redis-17_system.cpu.system.pct
id:489, resource: 7, group: x, metric: redis-17_system.cpu.total.norm.pct
id:490, resource: 7, group: x, metric: redis-17_system.cpu.total.pct
id:491, resource: 7, group: x, metric: redis-17_system.cpu.user.norm.pct
id:492, resource: 7, group: x, metric: redis-17_system.cpu.user.pct
id:493, resource: 2, group: x, metric: redis-16_system.cpu.cores
id:494, resource: 2, group: x, metric: redis-16_system.cpu.idle.norm.pct
id:495, resource: 2, group: x, metric: redis-16_system.cpu.idle.pct
id:496, resource: 2, group: x, metric: redis-16_system.cpu.iowait.norm.pct
id:497, resource: 2, group: x, metric: redis-16_system.cpu.iowait.pct
id:498, resource: 2, group: x, metric: redis-16_system.cpu.irq.norm.pct
id:499, resource: 2, group: x, metric: redis-16_system.cpu.irq.pct
id:500, resource: 2, group: x, metric: redis-16_system.cpu.nice.norm.pct
id:501, resource: 2, group: x, metric: redis-16_system.cpu.nice.pct
id:502, resource: 2, group: x, metric: redis-16_system.cpu.softirq.norm.pct
id:503, resource: 2, group: x, metric: redis-16_system.cpu.softirq.pct
id:504, resource: 2, group: x, metric: redis-16_system.cpu.steal.norm.pct
id:505, resource: 2, group: x, metric: redis-16_system.cpu.steal.pct
id:506, resource: 2, group: x, metric: redis-16_system.cpu.system.norm.pct
id:507, resource: 2, group: x, metric: redis-16_system.cpu.system.pct
id:508, resource: 2, group: x, metric: redis-16_system.cpu.total.norm.pct
id:509, resource: 2, group: x, metric: redis-16_system.cpu.total.pct
id:510, resource: 2, group: x, metric: redis-16_system.cpu.user.norm.pct
id:511, resource: 2, group: x, metric: redis-16_system.cpu.user.pct
id:512, resource: 6, group: x, metric: redis-19_system.cpu.cores
id:513, resource: 6, group: x, metric: redis-19_system.cpu.idle.norm.pct
id:514, resource: 6, group: x, metric: redis-19_system.cpu.idle.pct
id:515, resource: 6, group: x, metric: redis-19_system.cpu.iowait.norm.pct
id:516, resource: 6, group: x, metric: redis-19_system.cpu.iowait.pct
id:517, resource: 6, group: x, metric: redis-19_system.cpu.irq.norm.pct
id:518, resource: 6, group: x, metric: redis-19_system.cpu.irq.pct
id:519, resource: 6, group: x, metric: redis-19_system.cpu.nice.norm.pct
id:520, resource: 6, group: x, metric: redis-19_system.cpu.nice.pct
id:521, resource: 6, group: x, metric: redis-19_system.cpu.softirq.norm.pct
id:522, resource: 6, group: x, metric: redis-19_system.cpu.softirq.pct
id:523, resource: 6, group: x, metric: redis-19_system.cpu.steal.norm.pct
id:524, resource: 6, group: x, metric: redis-19_system.cpu.steal.pct
id:525, resource: 6, group: x, metric: redis-19_system.cpu.system.norm.pct
id:526, resource: 6, group: x, metric: redis-19_system.cpu.system.pct
id:527, resource: 6, group: x, metric: redis-19_system.cpu.total.norm.pct
id:528, resource: 6, group: x, metric: redis-19_system.cpu.total.pct
id:529, resource: 6, group: x, metric: redis-19_system.cpu.user.norm.pct
id:530, resource: 6, group: x, metric: redis-19_system.cpu.user.pct
id:531, resource: 3, group: x, metric: redis-18_system.cpu.cores
id:532, resource: 3, group: x, metric: redis-18_system.cpu.idle.norm.pct
id:533, resource: 3, group: x, metric: redis-18_system.cpu.idle.pct
id:534, resource: 3, group: x, metric: redis-18_system.cpu.iowait.norm.pct
id:535, resource: 3, group: x, metric: redis-18_system.cpu.iowait.pct
id:536, resource: 3, group: x, metric: redis-18_system.cpu.irq.norm.pct
id:537, resource: 3, group: x, metric: redis-18_system.cpu.irq.pct
id:538, resource: 3, group: x, metric: redis-18_system.cpu.nice.norm.pct
id:539, resource: 3, group: x, metric: redis-18_system.cpu.nice.pct
id:540, resource: 3, group: x, metric: redis-18_system.cpu.softirq.norm.pct
id:541, resource: 3, group: x, metric: redis-18_system.cpu.softirq.pct
id:542, resource: 3, group: x, metric: redis-18_system.cpu.steal.norm.pct
id:543, resource: 3, group: x, metric: redis-18_system.cpu.steal.pct
id:544, resource: 3, group: x, metric: redis-18_system.cpu.system.norm.pct
id:545, resource: 3, group: x, metric: redis-18_system.cpu.system.pct
id:546, resource: 3, group: x, metric: redis-18_system.cpu.total.norm.pct
id:547, resource: 3, group: x, metric: redis-18_system.cpu.total.pct
id:548, resource: 3, group: x, metric: redis-18_system.cpu.user.norm.pct
id:549, resource: 3, group: x, metric: redis-18_system.cpu.user.pct
id:550, resource: 6, group: x, metric: redis-8_system.cpu.cores
id:551, resource: 6, group: x, metric: redis-8_system.cpu.idle.norm.pct
id:552, resource: 6, group: x, metric: redis-8_system.cpu.idle.pct
id:553, resource: 6, group: x, metric: redis-8_system.cpu.iowait.norm.pct
id:554, resource: 6, group: x, metric: redis-8_system.cpu.iowait.pct
id:555, resource: 6, group: x, metric: redis-8_system.cpu.irq.norm.pct
id:556, resource: 6, group: x, metric: redis-8_system.cpu.irq.pct
id:557, resource: 6, group: x, metric: redis-8_system.cpu.nice.norm.pct
id:558, resource: 6, group: x, metric: redis-8_system.cpu.nice.pct
id:559, resource: 6, group: x, metric: redis-8_system.cpu.softirq.norm.pct
id:560, resource: 6, group: x, metric: redis-8_system.cpu.softirq.pct
id:561, resource: 6, group: x, metric: redis-8_system.cpu.steal.norm.pct
id:562, resource: 6, group: x, metric: redis-8_system.cpu.steal.pct
id:563, resource: 6, group: x, metric: redis-8_system.cpu.system.norm.pct
id:564, resource: 6, group: x, metric: redis-8_system.cpu.system.pct
id:565, resource: 6, group: x, metric: redis-8_system.cpu.total.norm.pct
id:566, resource: 6, group: x, metric: redis-8_system.cpu.total.pct
id:567, resource: 6, group: x, metric: redis-8_system.cpu.user.norm.pct
id:568, resource: 6, group: x, metric: redis-8_system.cpu.user.pct
id:569, resource: 2, group: x, metric: redis-5_system.cpu.cores
id:570, resource: 2, group: x, metric: redis-5_system.cpu.idle.norm.pct
id:571, resource: 2, group: x, metric: redis-5_system.cpu.idle.pct
id:572, resource: 2, group: x, metric: redis-5_system.cpu.iowait.norm.pct
id:573, resource: 2, group: x, metric: redis-5_system.cpu.iowait.pct
id:574, resource: 2, group: x, metric: redis-5_system.cpu.irq.norm.pct
id:575, resource: 2, group: x, metric: redis-5_system.cpu.irq.pct
id:576, resource: 2, group: x, metric: redis-5_system.cpu.nice.norm.pct
id:577, resource: 2, group: x, metric: redis-5_system.cpu.nice.pct
id:578, resource: 2, group: x, metric: redis-5_system.cpu.softirq.norm.pct
id:579, resource: 2, group: x, metric: redis-5_system.cpu.softirq.pct
id:580, resource: 2, group: x, metric: redis-5_system.cpu.steal.norm.pct
id:581, resource: 2, group: x, metric: redis-5_system.cpu.steal.pct
id:582, resource: 2, group: x, metric: redis-5_system.cpu.system.norm.pct
id:583, resource: 2, group: x, metric: redis-5_system.cpu.system.pct
id:584, resource: 2, group: x, metric: redis-5_system.cpu.total.norm.pct
id:585, resource: 2, group: x, metric: redis-5_system.cpu.total.pct
id:586, resource: 2, group: x, metric: redis-5_system.cpu.user.norm.pct
id:587, resource: 2, group: x, metric: redis-5_system.cpu.user.pct
id:588, resource: 5, group: x, metric: redis-20_system.cpu.cores
id:589, resource: 5, group: x, metric: redis-20_system.cpu.idle.norm.pct
id:590, resource: 5, group: x, metric: redis-20_system.cpu.idle.pct
id:591, resource: 5, group: x, metric: redis-20_system.cpu.iowait.norm.pct
id:592, resource: 5, group: x, metric: redis-20_system.cpu.iowait.pct
id:593, resource: 5, group: x, metric: redis-20_system.cpu.irq.norm.pct
id:594, resource: 5, group: x, metric: redis-20_system.cpu.irq.pct
id:595, resource: 5, group: x, metric: redis-20_system.cpu.nice.norm.pct
id:596, resource: 5, group: x, metric: redis-20_system.cpu.nice.pct
id:597, resource: 5, group: x, metric: redis-20_system.cpu.softirq.norm.pct
id:598, resource: 5, group: x, metric: redis-20_system.cpu.softirq.pct
id:599, resource: 5, group: x, metric: redis-20_system.cpu.steal.norm.pct
id:600, resource: 5, group: x, metric: redis-20_system.cpu.steal.pct
id:601, resource: 5, group: x, metric: redis-20_system.cpu.system.norm.pct
id:602, resource: 5, group: x, metric: redis-20_system.cpu.system.pct
id:603, resource: 5, group: x, metric: redis-20_system.cpu.total.norm.pct
id:604, resource: 5, group: x, metric: redis-20_system.cpu.total.pct
id:605, resource: 5, group: x, metric: redis-20_system.cpu.user.norm.pct
id:606, resource: 5, group: x, metric: redis-20_system.cpu.user.pct
id:607, resource: 3, group: x, metric: redis-7_system.cpu.cores
id:608, resource: 3, group: x, metric: redis-7_system.cpu.idle.norm.pct
id:609, resource: 3, group: x, metric: redis-7_system.cpu.idle.pct
id:610, resource: 3, group: x, metric: redis-7_system.cpu.iowait.norm.pct
id:611, resource: 3, group: x, metric: redis-7_system.cpu.iowait.pct
id:612, resource: 3, group: x, metric: redis-7_system.cpu.irq.norm.pct
id:613, resource: 3, group: x, metric: redis-7_system.cpu.irq.pct
id:614, resource: 3, group: x, metric: redis-7_system.cpu.nice.norm.pct
id:615, resource: 3, group: x, metric: redis-7_system.cpu.nice.pct
id:616, resource: 3, group: x, metric: redis-7_system.cpu.softirq.norm.pct
id:617, resource: 3, group: x, metric: redis-7_system.cpu.softirq.pct
id:618, resource: 3, group: x, metric: redis-7_system.cpu.steal.norm.pct
id:619, resource: 3, group: x, metric: redis-7_system.cpu.steal.pct
id:620, resource: 3, group: x, metric: redis-7_system.cpu.system.norm.pct
id:621, resource: 3, group: x, metric: redis-7_system.cpu.system.pct
id:622, resource: 3, group: x, metric: redis-7_system.cpu.total.norm.pct
id:623, resource: 3, group: x, metric: redis-7_system.cpu.total.pct
id:624, resource: 3, group: x, metric: redis-7_system.cpu.user.norm.pct
id:625, resource: 3, group: x, metric: redis-7_system.cpu.user.pct
id:626, resource: 7, group: x, metric: redis-6_system.cpu.cores
id:627, resource: 7, group: x, metric: redis-6_system.cpu.idle.norm.pct
id:628, resource: 7, group: x, metric: redis-6_system.cpu.idle.pct
id:629, resource: 7, group: x, metric: redis-6_system.cpu.iowait.norm.pct
id:630, resource: 7, group: x, metric: redis-6_system.cpu.iowait.pct
id:631, resource: 7, group: x, metric: redis-6_system.cpu.irq.norm.pct
id:632, resource: 7, group: x, metric: redis-6_system.cpu.irq.pct
id:633, resource: 7, group: x, metric: redis-6_system.cpu.nice.norm.pct
id:634, resource: 7, group: x, metric: redis-6_system.cpu.nice.pct
id:635, resource: 7, group: x, metric: redis-6_system.cpu.softirq.norm.pct
id:636, resource: 7, group: x, metric: redis-6_system.cpu.softirq.pct
id:637, resource: 7, group: x, metric: redis-6_system.cpu.steal.norm.pct
id:638, resource: 7, group: x, metric: redis-6_system.cpu.steal.pct
id:639, resource: 7, group: x, metric: redis-6_system.cpu.system.norm.pct
id:640, resource: 7, group: x, metric: redis-6_system.cpu.system.pct
id:641, resource: 7, group: x, metric: redis-6_system.cpu.total.norm.pct
id:642, resource: 7, group: x, metric: redis-6_system.cpu.total.pct
id:643, resource: 7, group: x, metric: redis-6_system.cpu.user.norm.pct
id:644, resource: 7, group: x, metric: redis-6_system.cpu.user.pct
id:645, resource: 1, group: x, metric: redis-1_system.cpu.cores
id:646, resource: 1, group: x, metric: redis-1_system.cpu.idle.norm.pct
id:647, resource: 1, group: x, metric: redis-1_system.cpu.idle.pct
id:648, resource: 1, group: x, metric: redis-1_system.cpu.iowait.norm.pct
id:649, resource: 1, group: x, metric: redis-1_system.cpu.iowait.pct
id:650, resource: 1, group: x, metric: redis-1_system.cpu.irq.norm.pct
id:651, resource: 1, group: x, metric: redis-1_system.cpu.irq.pct
id:652, resource: 1, group: x, metric: redis-1_system.cpu.nice.norm.pct
id:653, resource: 1, group: x, metric: redis-1_system.cpu.nice.pct
id:654, resource: 1, group: x, metric: redis-1_system.cpu.softirq.norm.pct
id:655, resource: 1, group: x, metric: redis-1_system.cpu.softirq.pct
id:656, resource: 1, group: x, metric: redis-1_system.cpu.steal.norm.pct
id:657, resource: 1, group: x, metric: redis-1_system.cpu.steal.pct
id:658, resource: 1, group: x, metric: redis-1_system.cpu.system.norm.pct
id:659, resource: 1, group: x, metric: redis-1_system.cpu.system.pct
id:660, resource: 1, group: x, metric: redis-1_system.cpu.total.norm.pct
id:661, resource: 1, group: x, metric: redis-1_system.cpu.total.pct
id:662, resource: 1, group: x, metric: redis-1_system.cpu.user.norm.pct
id:663, resource: 1, group: x, metric: redis-1_system.cpu.user.pct
id:664, resource: 0, group: x, metric: redis-3_system.cpu.cores
id:665, resource: 0, group: x, metric: redis-3_system.cpu.idle.norm.pct
id:666, resource: 0, group: x, metric: redis-3_system.cpu.idle.pct
id:667, resource: 0, group: x, metric: redis-3_system.cpu.iowait.norm.pct
id:668, resource: 0, group: x, metric: redis-3_system.cpu.iowait.pct
id:669, resource: 0, group: x, metric: redis-3_system.cpu.irq.norm.pct
id:670, resource: 0, group: x, metric: redis-3_system.cpu.irq.pct
id:671, resource: 0, group: x, metric: redis-3_system.cpu.nice.norm.pct
id:672, resource: 0, group: x, metric: redis-3_system.cpu.nice.pct
id:673, resource: 0, group: x, metric: redis-3_system.cpu.softirq.norm.pct
id:674, resource: 0, group: x, metric: redis-3_system.cpu.softirq.pct
id:675, resource: 0, group: x, metric: redis-3_system.cpu.steal.norm.pct
id:676, resource: 0, group: x, metric: redis-3_system.cpu.steal.pct
id:677, resource: 0, group: x, metric: redis-3_system.cpu.system.norm.pct
id:678, resource: 0, group: x, metric: redis-3_system.cpu.system.pct
id:679, resource: 0, group: x, metric: redis-3_system.cpu.total.norm.pct
id:680, resource: 0, group: x, metric: redis-3_system.cpu.total.pct
id:681, resource: 0, group: x, metric: redis-3_system.cpu.user.norm.pct
id:682, resource: 0, group: x, metric: redis-3_system.cpu.user.pct
id:683, resource: 9, group: x, metric: redis-2_system.cpu.cores
id:684, resource: 9, group: x, metric: redis-2_system.cpu.idle.norm.pct
id:685, resource: 9, group: x, metric: redis-2_system.cpu.idle.pct
id:686, resource: 9, group: x, metric: redis-2_system.cpu.iowait.norm.pct
id:687, resource: 9, group: x, metric: redis-2_system.cpu.iowait.pct
id:688, resource: 9, group: x, metric: redis-2_system.cpu.irq.norm.pct
id:689, resource: 9, group: x, metric: redis-2_system.cpu.irq.pct
id:690, resource: 9, group: x, metric: redis-2_system.cpu.nice.norm.pct
id:691, resource: 9, group: x, metric: redis-2_system.cpu.nice.pct
id:692, resource: 9, group: x, metric: redis-2_system.cpu.softirq.norm.pct
id:693, resource: 9, group: x, metric: redis-2_system.cpu.softirq.pct
id:694, resource: 9, group: x, metric: redis-2_system.cpu.steal.norm.pct
id:695, resource: 9, group: x, metric: redis-2_system.cpu.steal.pct
id:696, resource: 9, group: x, metric: redis-2_system.cpu.system.norm.pct
id:697, resource: 9, group: x, metric: redis-2_system.cpu.system.pct
id:698, resource: 9, group: x, metric: redis-2_system.cpu.total.norm.pct
id:699, resource: 9, group: x, metric: redis-2_system.cpu.total.pct
id:700, resource: 9, group: x, metric: redis-2_system.cpu.user.norm.pct
id:701, resource: 9, group: x, metric: redis-2_system.cpu.user.pct
id:702, resource: 4, group: x, metric: redis-4_system.cpu.cores
id:703, resource: 4, group: x, metric: redis-4_system.cpu.idle.norm.pct
id:704, resource: 4, group: x, metric: redis-4_system.cpu.idle.pct
id:705, resource: 4, group: x, metric: redis-4_system.cpu.iowait.norm.pct
id:706, resource: 4, group: x, metric: redis-4_system.cpu.iowait.pct
id:707, resource: 4, group: x, metric: redis-4_system.cpu.irq.norm.pct
id:708, resource: 4, group: x, metric: redis-4_system.cpu.irq.pct
id:709, resource: 4, group: x, metric: redis-4_system.cpu.nice.norm.pct
id:710, resource: 4, group: x, metric: redis-4_system.cpu.nice.pct
id:711, resource: 4, group: x, metric: redis-4_system.cpu.softirq.norm.pct
id:712, resource: 4, group: x, metric: redis-4_system.cpu.softirq.pct
id:713, resource: 4, group: x, metric: redis-4_system.cpu.steal.norm.pct
id:714, resource: 4, group: x, metric: redis-4_system.cpu.steal.pct
id:715, resource: 4, group: x, metric: redis-4_system.cpu.system.norm.pct
id:716, resource: 4, group: x, metric: redis-4_system.cpu.system.pct
id:717, resource: 4, group: x, metric: redis-4_system.cpu.total.norm.pct
id:718, resource: 4, group: x, metric: redis-4_system.cpu.total.pct
id:719, resource: 4, group: x, metric: redis-4_system.cpu.user.norm.pct
id:720, resource: 4, group: x, metric: redis-4_system.cpu.user.pct
id:721, resource: 5, group: x, metric: redis-9_system.cpu.cores
id:722, resource: 5, group: x, metric: redis-9_system.cpu.idle.norm.pct
id:723, resource: 5, group: x, metric: redis-9_system.cpu.idle.pct
id:724, resource: 5, group: x, metric: redis-9_system.cpu.iowait.norm.pct
id:725, resource: 5, group: x, metric: redis-9_system.cpu.iowait.pct
id:726, resource: 5, group: x, metric: redis-9_system.cpu.irq.norm.pct
id:727, resource: 5, group: x, metric: redis-9_system.cpu.irq.pct
id:728, resource: 5, group: x, metric: redis-9_system.cpu.nice.norm.pct
id:729, resource: 5, group: x, metric: redis-9_system.cpu.nice.pct
id:730, resource: 5, group: x, metric: redis-9_system.cpu.softirq.norm.pct
id:731, resource: 5, group: x, metric: redis-9_system.cpu.softirq.pct
id:732, resource: 5, group: x, metric: redis-9_system.cpu.steal.norm.pct
id:733, resource: 5, group: x, metric: redis-9_system.cpu.steal.pct
id:734, resource: 5, group: x, metric: redis-9_system.cpu.system.norm.pct
id:735, resource: 5, group: x, metric: redis-9_system.cpu.system.pct
id:736, resource: 5, group: x, metric: redis-9_system.cpu.total.norm.pct
id:737, resource: 5, group: x, metric: redis-9_system.cpu.total.pct
id:738, resource: 5, group: x, metric: redis-9_system.cpu.user.norm.pct
id:739, resource: 5, group: x, metric: redis-9_system.cpu.user.pct
id:740, resource: 8, group: x, metric: redis-11_system.fsstat.count
id:741, resource: 8, group: x, metric: redis-11_system.fsstat.total_files
id:742, resource: 8, group: x, metric: redis-11_system.fsstat.total_size.free
id:743, resource: 8, group: x, metric: redis-11_system.fsstat.total_size.total
id:744, resource: 8, group: x, metric: redis-11_system.fsstat.total_size.used
id:745, resource: 8, group: x, metric: redis-10_system.fsstat.count
id:746, resource: 8, group: x, metric: redis-10_system.fsstat.total_files
id:747, resource: 8, group: x, metric: redis-10_system.fsstat.total_size.free
id:748, resource: 8, group: x, metric: redis-10_system.fsstat.total_size.total
id:749, resource: 8, group: x, metric: redis-10_system.fsstat.total_size.used
id:750, resource: 9, group: x, metric: redis-13_system.fsstat.count
id:751, resource: 9, group: x, metric: redis-13_system.fsstat.total_files
id:752, resource: 9, group: x, metric: redis-13_system.fsstat.total_size.free
id:753, resource: 9, group: x, metric: redis-13_system.fsstat.total_size.total
id:754, resource: 9, group: x, metric: redis-13_system.fsstat.total_size.used
id:755, resource: 1, group: x, metric: redis-12_system.fsstat.count
id:756, resource: 1, group: x, metric: redis-12_system.fsstat.total_files
id:757, resource: 1, group: x, metric: redis-12_system.fsstat.total_size.free
id:758, resource: 1, group: x, metric: redis-12_system.fsstat.total_size.total
id:759, resource: 1, group: x, metric: redis-12_system.fsstat.total_size.used
id:760, resource: 4, group: x, metric: redis-15_system.fsstat.count
id:761, resource: 4, group: x, metric: redis-15_system.fsstat.total_files
id:762, resource: 4, group: x, metric: redis-15_system.fsstat.total_size.free
id:763, resource: 4, group: x, metric: redis-15_system.fsstat.total_size.total
id:764, resource: 4, group: x, metric: redis-15_system.fsstat.total_size.used
id:765, resource: 0, group: x, metric: redis-14_system.fsstat.count
id:766, resource: 0, group: x, metric: redis-14_system.fsstat.total_files
id:767, resource: 0, group: x, metric: redis-14_system.fsstat.total_size.free
id:768, resource: 0, group: x, metric: redis-14_system.fsstat.total_size.total
id:769, resource: 0, group: x, metric: redis-14_system.fsstat.total_size.used
id:770, resource: 7, group: x, metric: redis-17_system.fsstat.count
id:771, resource: 7, group: x, metric: redis-17_system.fsstat.total_files
id:772, resource: 7, group: x, metric: redis-17_system.fsstat.total_size.free
id:773, resource: 7, group: x, metric: redis-17_system.fsstat.total_size.total
id:774, resource: 7, group: x, metric: redis-17_system.fsstat.total_size.used
id:775, resource: 2, group: x, metric: redis-16_system.fsstat.count
id:776, resource: 2, group: x, metric: redis-16_system.fsstat.total_files
id:777, resource: 2, group: x, metric: redis-16_system.fsstat.total_size.free
id:778, resource: 2, group: x, metric: redis-16_system.fsstat.total_size.total
id:779, resource: 2, group: x, metric: redis-16_system.fsstat.total_size.used
id:780, resource: 6, group: x, metric: redis-19_system.fsstat.count
id:781, resource: 6, group: x, metric: redis-19_system.fsstat.total_files
id:782, resource: 6, group: x, metric: redis-19_system.fsstat.total_size.free
id:783, resource: 6, group: x, metric: redis-19_system.fsstat.total_size.total
id:784, resource: 6, group: x, metric: redis-19_system.fsstat.total_size.used
id:785, resource: 3, group: x, metric: redis-18_system.fsstat.count
id:786, resource: 3, group: x, metric: redis-18_system.fsstat.total_files
id:787, resource: 3, group: x, metric: redis-18_system.fsstat.total_size.free
id:788, resource: 3, group: x, metric: redis-18_system.fsstat.total_size.total
id:789, resource: 3, group: x, metric: redis-18_system.fsstat.total_size.used
id:790, resource: 6, group: x, metric: redis-8_system.fsstat.count
id:791, resource: 6, group: x, metric: redis-8_system.fsstat.total_files
id:792, resource: 6, group: x, metric: redis-8_system.fsstat.total_size.free
id:793, resource: 6, group: x, metric: redis-8_system.fsstat.total_size.total
id:794, resource: 6, group: x, metric: redis-8_system.fsstat.total_size.used
id:795, resource: 2, group: x, metric: redis-5_system.fsstat.count
id:796, resource: 2, group: x, metric: redis-5_system.fsstat.total_files
id:797, resource: 2, group: x, metric: redis-5_system.fsstat.total_size.free
id:798, resource: 2, group: x, metric: redis-5_system.fsstat.total_size.total
id:799, resource: 2, group: x, metric: redis-5_system.fsstat.total_size.used
id:800, resource: 5, group: x, metric: redis-20_system.fsstat.count
id:801, resource: 5, group: x, metric: redis-20_system.fsstat.total_files
id:802, resource: 5, group: x, metric: redis-20_system.fsstat.total_size.free
id:803, resource: 5, group: x, metric: redis-20_system.fsstat.total_size.total
id:804, resource: 5, group: x, metric: redis-20_system.fsstat.total_size.used
id:805, resource: 3, group: x, metric: redis-7_system.fsstat.count
id:806, resource: 3, group: x, metric: redis-7_system.fsstat.total_files
id:807, resource: 3, group: x, metric: redis-7_system.fsstat.total_size.free
id:808, resource: 3, group: x, metric: redis-7_system.fsstat.total_size.total
id:809, resource: 3, group: x, metric: redis-7_system.fsstat.total_size.used
id:810, resource: 7, group: x, metric: redis-6_system.fsstat.count
id:811, resource: 7, group: x, metric: redis-6_system.fsstat.total_files
id:812, resource: 7, group: x, metric: redis-6_system.fsstat.total_size.free
id:813, resource: 7, group: x, metric: redis-6_system.fsstat.total_size.total
id:814, resource: 7, group: x, metric: redis-6_system.fsstat.total_size.used
id:815, resource: 1, group: x, metric: redis-1_system.fsstat.count
id:816, resource: 1, group: x, metric: redis-1_system.fsstat.total_files
id:817, resource: 1, group: x, metric: redis-1_system.fsstat.total_size.free
id:818, resource: 1, group: x, metric: redis-1_system.fsstat.total_size.total
id:819, resource: 1, group: x, metric: redis-1_system.fsstat.total_size.used
id:820, resource: 0, group: x, metric: redis-3_system.fsstat.count
id:821, resource: 0, group: x, metric: redis-3_system.fsstat.total_files
id:822, resource: 0, group: x, metric: redis-3_system.fsstat.total_size.free
id:823, resource: 0, group: x, metric: redis-3_system.fsstat.total_size.total
id:824, resource: 0, group: x, metric: redis-3_system.fsstat.total_size.used
id:825, resource: 9, group: x, metric: redis-2_system.fsstat.count
id:826, resource: 9, group: x, metric: redis-2_system.fsstat.total_files
id:827, resource: 9, group: x, metric: redis-2_system.fsstat.total_size.free
id:828, resource: 9, group: x, metric: redis-2_system.fsstat.total_size.total
id:829, resource: 9, group: x, metric: redis-2_system.fsstat.total_size.used
id:830, resource: 4, group: x, metric: redis-4_system.fsstat.count
id:831, resource: 4, group: x, metric: redis-4_system.fsstat.total_files
id:832, resource: 4, group: x, metric: redis-4_system.fsstat.total_size.free
id:833, resource: 4, group: x, metric: redis-4_system.fsstat.total_size.total
id:834, resource: 4, group: x, metric: redis-4_system.fsstat.total_size.used
id:835, resource: 5, group: x, metric: redis-9_system.fsstat.count
id:836, resource: 5, group: x, metric: redis-9_system.fsstat.total_files
